symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,fetch_by
HDFCBANK,HDFCBANKEQN,735.0,-0.94,60050538,60050538,44209806580.98,742.0,19-Jun-2026,,1020.5,726.65,-7.0,733.8,735.0,741.95,732.6,2026-08-05 16:00:27,value
RELIANCE,RELIANCEEQN,1280.0,-0.84,24820782,24820782,31791450416.88,1290.9,05-Jun-2026,,1611.8,1249.8,-10.9,1293.0,1280.0,1299.0,1270.1,2026-08-05 16:00:27,value
MANIPALHOS,MANIPALHOSEQN,663.15,1.71,47007715,47007715,30784412399.2,590.0,,,675.8,635.0,11.15,652.0,666.95,675.8,635.0,2026-08-05 16:00:27,value
BHARTIARTL,BHARTIARTLEQN,1978.0,0.4,14286999,14286999,28208393695.59,1970.1,24-Jul-2026,,2174.5,1740.5,7.9,2020.0,1978.0,2031.0,1951.8,2026-08-05 16:00:27,value
BSE,BSEEQN,3534.6,-2.31,6880162,6880162,24381918095.6,3618.0,10-Jul-2026,,4446.8,2021.5,-83.4,3664.1,3534.6,3664.1,3490.0,2026-08-05 16:00:27,value
LICI,LICIEQN,393.0,0.43,46620081,46620081,18275537952.81,391.3,25-Jun-2026,,468.48,360.75,1.7,386.0,393.0,397.35,385.9,2026-08-05 16:00:27,value
ICICIBANK,ICICIBANKEQN,1450.1,-0.31,11723296,11723296,16910737247.04,1454.6,03-Aug-2026,,1480.0,1187.6,-4.5,1454.6,1450.1,1454.6,1431.2,2026-08-05 16:00:27,value
KALYANKJIL,KALYANKJILEQN,569.5,-3.7,26488790,26488790,15252245282.0,591.4,04-Sep-2025,,648.95,327.05,-21.9,579.7,569.5,593.95,562.7,2026-08-05 16:00:27,value
MCX,MCXEQN,2598.6,-3.04,5561921,5561921,14456266967.15,2680.0,02-Jan-2026,,3480.0,1460.8,-81.4,2678.0,2598.6,2678.0,2565.5,2026-08-05 16:00:27,value
BLUESTONE,BLUESTONEEQN,847.8,-0.11,16167901,16167901,14144811547.87,848.75,,,894.4,399.8,-0.95,862.0,856.0,894.4,834.9,2026-08-05 16:00:27,value
CELLO,CELLOEQN,396.0,14.83,33275833,33275833,12987224861.57,344.85,31-Jul-2026,,673.8,336.6,51.15,352.05,398.95,408.8,351.35,2026-08-05 16:00:27,value
CUPID,CUPIDEQN,252.9,6.26,48743248,48743248,12102461045.92,237.99,09-Mar-2026,,254.0,30.21,14.91,240.0,252.11,254.0,240.0,2026-08-05 16:00:27,value
SHILPAMED,SHILPAMEDEQN,728.0,12.93,16598958,16598958,11857465647.3,644.65,03-Oct-2025,,753.85,259.5,83.35,650.0,721.75,753.85,636.85,2026-08-05 16:00:27,value
HINDCOPPER,HINDCOPPEREQN,533.25,8.31,22701332,22701332,11785850534.44,492.35,13-Feb-2026,,760.05,226.7,40.9,496.2,533.8,539.6,495.1,2026-08-05 16:00:27,value
INFY,INFYEQN,1174.0,0.56,9964155,9964155,11638232681.55,1167.5,10-Jun-2026,,1728.0,982.4,6.5,1174.7,1174.0,1177.5,1162.3,2026-08-05 16:00:27,value
NYKAA,NYKAAEQN,335.35,-2.09,33993425,33993425,11409553167.0,342.5,10-Nov-2022,,348.0,200.14,-7.15,348.0,335.35,348.0,327.7,2026-08-05 16:00:27,value
RBA,RBAEQN,87.2,2.7,126896989,126896989,11371239184.29,84.91,,,93.3,57.15,2.29,88.59,87.74,93.3,86.0,2026-08-05 16:00:27,value
ASKAUTOLTD,ASKAUTOLTDEQN,638.0,15.73,18019129,18019129,11263937729.19,551.3,31-Jul-2026,,648.0,375.3,86.7,555.0,637.55,648.0,546.9,2026-08-05 16:00:27,value
OLAELEC,OLAELECEQN,41.5,7.6,268151122,268151122,11130953074.22,38.57,,,71.25,22.25,2.93,38.72,41.44,42.6,38.72,2026-08-05 16:00:27,value
ATHERENERG,ATHERENERGEQN,1468.0,1.21,6958528,6958528,10079636563.84,1450.4,,,1500.0,349.35,17.6,1465.0,1470.8,1479.5,1405.0,2026-08-05 16:00:27,value
