symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,fetch_by
RENTOMOJO,RENTOMOJOEQN,546.0,13.17,45889291,45889291,23493481420.36,404.0,-,,546.8,482.45,63.55,482.45,534.25,546.8,482.45,2026-09-17 16:00:28,value
KANOHAR,KANOHAREQN,824.0,9.65,23002741,23002741,19164273609.33,751.5,-,,884.95,685.1,72.5,768.7,817.0,884.95,765.5,2026-09-17 16:00:28,value
GLASSWALL,GLASSWALLEQN,257.82,20.0,64015769,64015769,15460448371.19,214.85,-,,257.82,185.2,42.97,223.75,257.82,257.82,222.42,2026-09-17 16:00:28,value
HDFCBANK,HDFCBANKEQN,713.0,-1.18,21543303,21543303,15419188256.19,721.5,19-Jun-2026,,1020.5,681.9,-8.5,717.5,713.0,719.4,713.0,2026-09-17 16:00:28,value
SYRMA,SYRMAEQN,1616.1,6.94,9182371,9182371,14940819501.52,1511.2,18-Aug-2026,,1660.0,634.5,104.9,1513.5,1617.7,1658.0,1513.5,2026-09-17 16:00:28,value
IFCI,IFCIEQN,77.05,2.65,176897944,176897944,13755584125.44,75.06,19-Sep-2024,,107.5,46.23,1.99,75.21,77.09,80.97,75.21,2026-09-17 16:00:28,value
POLICYBZR,POLICYBZREQN,1765.0,-3.4,6641203,6641203,11689247812.33,1827.1,-,,1964.2,1364.0,-62.1,1839.0,1765.0,1845.0,1718.1,2026-09-17 16:00:28,value
TATACHEM,TATACHEMEQN,774.65,5.86,14321725,14321725,11189850177.0,731.8,10-Jun-2026,,1026.65,580.3,42.85,728.0,779.3,832.0,724.75,2026-09-17 16:00:28,value
ICICIBANK,ICICIBANKEQN,1347.6,-0.82,7867524,7867524,10651053991.2,1358.8,03-Aug-2026,,1480.0,1187.6,-11.2,1352.0,1347.6,1363.0,1347.6,2026-09-17 16:00:28,value
RELIANCE,RELIANCEEQN,1243.9,0.31,7752895,7752895,9647469951.15,1240.0,05-Jun-2026,,1611.8,1235.3,3.9,1244.8,1243.9,1253.4,1238.5,2026-09-17 16:00:28,value
KARAMTARA,KARAMTARAEQN,352.0,10.0,27433507,27433507,9319436662.97,254.0,-,,352.0,320.0,32.0,320.0,352.0,352.0,320.0,2026-09-17 16:00:28,value
BSE,BSEEQN,3259.0,0.59,2770028,2770028,9055415433.96,3240.0,10-Jul-2026,,4446.8,2021.5,19.0,3255.0,3259.0,3303.0,3232.2,2026-09-17 16:00:28,value
PINELABS,PINELABSEQN,183.85,-1.0,47871043,47871043,9038052918.4,185.71,-,,284.0,134.73,-1.86,185.78,184.48,194.49,182.85,2026-09-17 16:00:28,value
ETERNAL,ETERNALEQN,322.35,1.69,27543143,27543143,8942432237.81,317.0,-,,368.45,212.6,5.35,318.3,322.35,327.8,318.25,2026-09-17 16:00:28,value
SBIN,SBINEQN,988.7,-0.27,8624398,8624398,8539188947.76,991.4,15-May-2026,,1234.7,821.65,-2.7,991.2,988.7,1000.9,985.2,2026-09-17 16:00:28,value
STEAMHOUSE,STEAMHOUSEEQN,101.38,7.28,81139258,81139258,8048203001.02,81.0,-,,103.95,91.6,6.88,94.5,102.55,103.95,91.6,2026-09-17 16:00:28,value
BHARTIARTL,BHARTIARTLEQN,1836.0,0.05,4368285,4368285,8021219648.4,1835.0,24-Jul-2026,,2174.5,1740.5,1.0,1841.8,1836.0,1845.9,1827.6,2026-09-17 16:00:28,value
TEGA,TEGAEQN,1909.4,11.2,3909542,3909542,7350994536.34,1717.1,11-Sep-2026,,2125.0,1473.0,192.3,1699.1,1920.0,1944.0,1699.0,2026-09-17 16:00:28,value
RIR,RIREQN,199.0,10.7,36391145,36391145,7290965900.75,179.77,-,,207.71,154.0,19.23,194.74,197.63,207.71,186.51,2026-09-17 16:00:28,value
TCS,TCSEQN,2190.0,0.05,3295917,3295917,7248149952.21,2188.8,15-Jul-2026,,3350.0,1976.8,1.2,2171.0,2190.0,2263.6,2162.5,2026-09-17 16:00:28,value
