symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,fetch_by
SHADOWFAX,SHADOWFAXEQN,215.1,-1.59,158421094,158421094,32726629598.52,218.58,,,241.63,98.55,-3.48,209.0,214.48,217.4,204.25,2026-07-24 16:00:25,value
INFY,INFYEQN,1039.0,-0.8,29036900,29036900,29911201059.0,1047.4,10-Jun-2026,,1728.0,982.4,-8.4,1028.0,1040.9,1043.4,1013.9,2026-07-24 16:00:25,value
BLUESTONE,BLUESTONEEQN,779.0,4.28,26038844,26038844,19650213624.6,747.0,,,869.5,399.8,32.0,760.3,772.4,792.3,712.0,2026-07-24 16:00:25,value
BAJFINANCE,BAJFINANCEEQN,1019.0,-2.0,18416962,18416962,18641833106.02,1039.8,30-Jun-2026,,1102.5,787.9,-20.8,1027.3,1012.8,1030.2,1001.3,2026-07-24 16:00:25,value
HDFCBANK,HDFCBANKEQN,743.5,-0.5,23837859,23837859,17701040579.04,747.25,19-Jun-2026,,1020.5,726.65,-3.75,738.5,742.8,748.25,737.25,2026-07-24 16:00:25,value
SURYODAY,SURYODAYEQN,190.83,-1.79,78669391,78669391,16205107852.09,194.31,17-Jul-2026,,218.0,115.41,-3.48,197.6,193.1,218.0,189.05,2026-07-24 16:00:25,value
ICICIBANK,ICICIBANKEQN,1436.0,0.1,10870914,10870914,15525187119.96,1434.6,12-Aug-2025,,1500.0,1187.6,1.4,1428.0,1432.9,1440.0,1415.4,2026-07-24 16:00:25,value
INDIGO,INDIGOEQN,5000.0,-0.47,2880861,2880861,14225778043.83,5023.5,13-Aug-2025,,6232.5,3895.2,-23.5,4950.0,4985.0,5009.0,4886.0,2026-07-24 16:00:25,value
SBIN,SBINEQN,1012.0,-0.06,13797053,13797053,13923158064.42,1012.6,15-May-2026,,1234.7,786.55,-0.6,1006.0,1015.0,1017.8,1000.8,2026-07-24 16:00:25,value
RELIANCE,RELIANCEEQN,1280.5,0.65,9817000,9817000,12509901270.0,1272.2,05-Jun-2026,,1611.8,1249.8,8.3,1265.0,1278.0,1283.4,1249.8,2026-07-24 16:00:25,value
MOTILALOFS,MOTILALOFSEQN,873.0,-7.15,14328752,14328752,12384770216.16,940.25,30-Jan-2026,,1097.1,614.9,-67.25,944.5,871.95,944.5,839.9,2026-07-24 16:00:25,value
SHRIRAMFIN,SHRIRAMFINEQN,1006.0,-1.93,11775846,11775846,11936586297.9,1025.8,03-Jul-2026,,1108.0,566.5,-19.8,1018.1,1005.1,1051.0,992.9,2026-07-24 16:00:25,value
CMLL,CMLLEQN,523.25,4.6,23156167,23156167,11572294458.25,424.0,,,538.75,463.35,23.0,500.25,528.2,538.75,463.35,2026-07-24 16:00:25,value
ETERNAL,ETERNALEQN,280.0,-2.47,37050034,37050034,10369563515.92,287.1,,,368.45,212.6,-7.1,285.0,280.0,285.0,276.55,2026-07-24 16:00:25,value
GANDHAR,GANDHAREQN,280.65,-0.46,35869266,35869266,10364424410.7,281.95,30-Jan-2026,,303.17,115.0,-1.3,290.25,282.46,303.17,275.53,2026-07-24 16:00:25,value
AXISBANK,AXISBANKEQN,1230.0,0.57,8088828,8088828,9897247275.96,1223.0,10-Jul-2026,,1418.3,1042.5,7.0,1216.8,1227.3,1233.9,1210.6,2026-07-24 16:00:25,value
SWIGGY,SWIGGYEQN,251.5,-3.84,34389852,34389852,8542439236.8,261.55,,,474.0,235.75,-10.05,259.27,251.42,259.27,242.51,2026-07-24 16:00:25,value
BHARTIARTL,BHARTIARTLEQN,1901.0,-0.31,4483600,4483600,8475976784.0,1931.0,24-Jul-2026,,2174.5,1740.5,-6.0,1900.2,1898.2,1905.0,1878.0,2026-07-24 16:00:25,value
CGPOWER,CGPOWEREQN,883.0,-0.09,9684764,9684764,8406859390.2,883.8,30-Jan-2026,,980.9,525.5,-0.8,860.0,867.7,894.0,838.8,2026-07-24 16:00:25,value
LT,LTEQN,3787.9,-0.12,1994087,1994087,7505225005.38,3792.4,22-May-2026,,4440.0,3288.1,-4.5,3751.0,3785.6,3805.0,3720.0,2026-07-24 16:00:25,value
