symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,fetch_by
HDFCBANK,HDFCBANKEQN,800.45,0.19,45778356,45778356,36560884019.4,798.9,19-Jun-2026,,1020.5,726.65,1.55,806.1,797.95,806.1,792.75,2026-06-30 16:00:26,value
SAKSOFT,SAKSOFTEQN,206.8,12.53,127442086,127442086,26052985640.98,183.77,14-Nov-2025,,253.99,107.59,23.03,191.33,206.71,212.47,187.45,2026-06-30 16:00:26,value
ICICIBANK,ICICIBANKEQN,1379.9,-0.55,18398057,18398057,25350130798.59,1387.6,12-Aug-2025,,1500.0,1187.6,-7.7,1402.0,1375.2,1402.0,1366.1,2026-06-30 16:00:26,value
INFY,INFYEQN,1006.0,-2.96,24128263,24128263,24303916754.64,1036.7,10-Jun-2026,,1728.0,996.0,-30.7,1030.0,1000.4,1030.4,996.0,2026-06-30 16:00:26,value
MARUTI,MARUTIEQN,14152.0,5.52,1511415,1511415,21136095898.65,13412.0,07-Aug-2026,,17370.0,12201.0,740.0,13744.0,14115.0,14201.0,13510.0,2026-06-30 16:00:26,value
RELIANCE,RELIANCEEQN,1294.5,-0.5,15695263,15695263,20327562921.82,1301.0,05-Jun-2026,,1611.8,1253.2,-6.5,1306.9,1293.9,1306.9,1290.0,2026-06-30 16:00:26,value
OLAELEC,OLAELECEQN,43.75,8.35,453847143,453847143,19810427791.95,40.38,,,71.25,22.25,3.37,40.58,43.76,44.95,40.45,2026-06-30 16:00:26,value
EICHERMOT,EICHERMOTEQN,7101.0,-4.38,2474671,2474671,17558904346.95,7426.0,01-Aug-2025,,8230.0,5353.0,-325.0,7392.0,7073.5,7392.5,6942.5,2026-06-30 16:00:26,value
GENUSPOWER,GENUSPOWEREQN,300.05,-5.78,55548232,55548232,16196753486.56,318.45,06-Feb-2026,,394.0,210.4,-18.4,295.5,299.4,302.3,282.1,2026-06-30 16:00:26,value
TCS,TCSEQN,2033.0,-3.09,6848411,6848411,13984729198.44,2097.9,25-May-2026,,3489.9,2018.8,-64.9,2090.0,2031.5,2104.3,2018.8,2026-06-30 16:00:26,value
BHARTIARTL,BHARTIARTLEQN,1855.0,0.75,7233634,7233634,13451159432.02,1841.1,18-Jul-2025,,2174.5,1740.5,13.9,1853.0,1852.0,1876.6,1843.2,2026-06-30 16:00:26,value
ATHERENERG,ATHERENERGEQN,1110.0,2.42,11196926,11196926,12569221250.56,1083.75,,,1147.4,318.6,26.25,1092.95,1140.55,1147.4,1069.0,2026-06-30 16:00:26,value
BAJFINANCE,BAJFINANCEEQN,1007.0,3.17,12445420,12445420,12440690740.4,982.05,30-Jun-2026,,1102.5,787.9,30.95,986.9,1004.75,1010.95,977.7,2026-06-30 16:00:26,value
M&M,M&MEQN,3076.2,-0.54,3882185,3882185,11982558111.75,3093.0,03-Jul-2026,,3839.9,2896.0,-16.8,3105.0,3068.8,3122.9,3061.8,2026-06-30 16:00:26,value
SAMMAANCAP,SAMMAANCAPEQN,174.0,3.79,67228483,67228483,11670192363.97,167.64,20-Sep-2024,,192.95,114.1,6.36,170.0,173.62,178.05,169.4,2026-06-30 16:00:26,value
SBIN,SBINEQN,1029.9,-0.6,11161643,11161643,11542143409.87,1036.1,15-May-2026,,1234.7,786.55,-6.2,1040.0,1026.9,1044.0,1025.05,2026-06-30 16:00:26,value
AXISBANK,AXISBANKEQN,1351.5,-0.39,7781221,7781221,10545032886.99,1356.8,10-Jul-2026,,1418.3,1042.5,-5.3,1357.7,1345.7,1375.0,1343.6,2026-06-30 16:00:26,value
GROWW,GROWWEQN,202.0,-0.45,50480864,50480864,10356149249.6,202.92,,,227.2,112.0,-0.92,202.93,202.07,207.01,200.82,2026-06-30 16:00:26,value
RAMCOSYS,RAMCOSYSEQN,832.0,4.89,12377403,12377403,10317308044.68,793.2,01-Aug-2022,,868.7,342.1,38.8,825.05,836.05,868.7,792.05,2026-06-30 16:00:26,value
MCX,MCXEQN,2841.0,-2.52,3486024,3486024,9975885160.32,2914.5,02-Jan-2026,,3480.0,1460.8,-73.5,2914.0,2837.2,2934.5,2828.4,2026-06-30 16:00:26,value
