symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,fetch_by
HDFCBANK,HDFCBANKEQN,731.0,2.52,39400710,39400710,28683716880.0,713.0,19-Jun-2026,,1020.5,681.9,18.0,715.25,731.0,733.8,715.25,2026-09-18 16:00:28,value
BHARTIARTL,BHARTIARTLEQN,1893.3,3.12,14189780,14189780,26592924800.2,1836.0,24-Jul-2026,,2174.5,1740.5,57.3,1843.0,1893.3,1893.3,1835.3,2026-09-18 16:00:28,value
ATGL,ATGLEQN,657.6,12.03,39305845,39305845,25650994447.0,587.0,12-Jun-2026,,859.85,462.8,70.6,587.4,660.7,674.8,587.4,2026-09-18 16:00:28,value
INFY,INFYEQN,1051.4,-0.68,22124953,22124953,23185401997.29,1058.6,10-Jun-2026,,1728.0,982.4,-7.2,1061.9,1051.4,1061.9,1038.0,2026-09-18 16:00:28,value
GLASSWALL,GLASSWALLEQN,273.6,6.12,73819973,73819973,20744888812.46,257.82,-,,304.2,185.2,15.78,267.98,269.51,304.2,258.35,2026-09-18 16:00:28,value
RENTOMOJO,RENTOMOJOEQN,512.15,-4.14,35242382,35242382,18775379010.5,534.25,-,,581.95,482.45,-22.1,570.0,512.75,581.95,492.1,2026-09-18 16:00:28,value
RELIANCE,RELIANCEEQN,1226.4,-1.41,15122715,15122715,18672772346.25,1243.9,05-Jun-2026,,1611.8,1226.4,-17.5,1245.0,1226.4,1247.3,1226.4,2026-09-18 16:00:28,value
LENSKART,LENSKARTEQN,721.4,6.1,25690503,25690503,18102299128.89,679.95,-,,725.0,356.1,41.45,683.0,707.2,725.0,677.55,2026-09-18 16:00:28,value
SYRMA,SYRMAEQN,1720.0,6.32,10474149,10474149,18062984174.97,1617.7,18-Aug-2026,,1764.0,634.5,102.3,1614.1,1728.9,1764.0,1612.0,2026-09-18 16:00:28,value
MEESHO,MEESHOEQN,219.63,5.94,83376786,83376786,17845967275.44,207.31,-,,254.4,125.56,12.32,208.48,214.44,220.0,208.16,2026-09-18 16:00:28,value
TCS,TCSEQN,2105.0,-3.88,6875428,6875428,14561812732.6,2190.0,15-Jul-2026,,3350.0,1976.8,-85.0,2177.2,2105.0,2177.3,2101.2,2026-09-18 16:00:28,value
GROWW,GROWWEQN,193.0,2.97,73111303,73111303,13938669916.95,187.44,-,,227.2,112.0,5.56,189.0,191.76,195.5,185.7,2026-09-18 16:00:28,value
PINELABS,PINELABSEQN,194.15,5.24,66808323,66808323,12725649365.04,184.48,-,,284.0,134.73,9.67,185.0,192.04,198.65,183.16,2026-09-18 16:00:28,value
WELCORP,WELCORPEQN,2660.0,8.12,4629365,4629365,12092919840.3,2460.3,30-Jun-2026,,2784.8,710.0,199.7,2472.6,2660.1,2678.7,2472.6,2026-09-18 16:00:28,value
SKYWAYS,SKYWAYSEQN,124.7,5.7,92941309,92941309,12025675971.51,117.98,-,,136.45,106.82,6.72,126.9,124.43,135.35,122.55,2026-09-18 16:00:28,value
AVALON,AVALONEQN,2602.0,16.68,4310981,4310981,10671790355.69,2230.0,-,,2618.0,777.3,372.0,2236.2,2537.7,2618.0,2218.3,2026-09-18 16:00:28,value
KARAMTARA,KARAMTARAEQN,350.0,-0.57,29625649,29625649,10468223074.15,352.0,-,,377.9,320.0,-2.0,369.0,355.55,377.9,331.3,2026-09-18 16:00:28,value
ICICIBANK,ICICIBANKEQN,1338.9,-0.65,7509409,7509409,10085586851.54,1347.6,03-Aug-2026,,1480.0,1187.6,-8.7,1351.9,1338.9,1359.8,1338.9,2026-09-18 16:00:28,value
TATACHEM,TATACHEMEQN,689.4,-11.54,14086032,14086032,9998828954.88,779.3,10-Jun-2026,,1026.65,580.3,-89.9,729.0,693.25,741.35,687.1,2026-09-18 16:00:28,value
M&M,M&MEQN,3052.0,-0.8,2973119,2973119,9120607425.11,3076.5,03-Jul-2026,,3839.9,2896.0,-24.5,3082.0,3052.0,3098.2,3052.0,2026-09-18 16:00:28,value
