symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,fetch_by
MTARTECH,MTARTECHEQN,8320.0,8.07,4240038,4240038,34525654225.26,7698.5,04-Aug-2023,,8449.5,1390.5,621.5,7698.5,8319.0,8398.0,7651.5,2026-06-17 16:00:26,value
BSE,BSEEQN,4004.0,-3.81,6984638,6984638,28350785334.76,4162.4,10-Jul-2026,,4446.8,2021.5,-158.4,4180.0,3999.2,4219.9,3961.0,2026-06-17 16:00:26,value
VAML,VAMLBEN,467.0,-0.87,0,59089063,26881978321.22,471.11,,,537.0,447.56,-4.11,447.56,465.36,488.75,447.56,2026-06-17 16:00:26,value
HDFCBANK,HDFCBANKEQN,787.0,0.27,32405604,32405604,25548254137.56,784.9,19-Jun-2026,,1020.5,726.65,2.1,787.65,787.1,794.3,783.1,2026-06-17 16:00:26,value
CARTRADE,CARTRADEEQN,2600.0,9.07,8311663,8311663,22017844636.89,2383.8,23-Sep-2021,,3290.5,1557.0,216.2,2384.0,2614.9,2740.0,2384.0,2026-06-17 16:00:26,value
IFCI,IFCIEQN,90.05,1.41,239005769,239005769,21974190401.86,88.8,19-Sep-2024,,95.8,46.23,1.25,89.0,90.07,95.8,89.0,2026-06-17 16:00:26,value
DIXON,DIXONEQN,12840.0,4.94,1686325,1686325,21473949225.25,12235.0,16-Sep-2025,,18471.0,9600.0,605.0,12325.0,12833.0,12888.0,12325.0,2026-06-17 16:00:26,value
IDBI,IDBIEQN,89.6,16.14,233255213,233255213,20505465774.83,77.15,15-Jul-2025,,118.38,61.01,12.45,77.39,90.36,92.25,77.32,2026-06-17 16:00:26,value
TMPV,TMPVEQN,361.7,-8.1,51987488,51987488,19060172725.44,393.6,19-Jun-2026,,739.7,294.3,-31.9,395.5,360.95,395.6,355.0,2026-06-17 16:00:26,value
PARAS,PARASEQN,1295.0,18.88,14160494,14160494,17266031939.14,1089.35,08-Aug-2025,,1302.0,580.5,205.65,1093.35,1285.65,1302.0,1091.7,2026-06-17 16:00:26,value
TRENT,TRENTEQN,3108.0,7.25,5645225,5645225,17150475811.25,2897.8,12-Jun-2026,,4174.0,2183.67,210.2,2905.0,3102.8,3115.0,2905.0,2026-06-17 16:00:26,value
LLOYDSENGG,LLOYDSENGGEQN,88.24,10.38,169981181,169981181,14614981942.38,79.94,14-Aug-2025,,88.8,37.4,8.3,81.0,87.69,88.8,80.1,2026-06-17 16:00:26,value
BHARTIARTL,BHARTIARTLEQN,1874.2,1.14,7653632,7653632,14264380103.68,1853.0,18-Jul-2025,,2174.5,1740.5,21.2,1853.0,1875.7,1878.0,1841.5,2026-06-17 16:00:26,value
DOMS,DOMSEQN,2334.0,0.86,6390068,6390068,14228508812.88,2314.0,15-Sep-2025,,2770.0,2023.9,20.0,2206.0,2323.9,2349.0,2200.0,2026-06-17 16:00:26,value
RELIANCE,RELIANCEEQN,1332.1,0.25,10029170,10029170,13328466054.9,1328.8,05-Jun-2026,,1611.8,1253.2,3.3,1333.0,1332.7,1334.0,1317.0,2026-06-17 16:00:26,value
NETWEB,NETWEBEQN,4892.0,0.16,2612717,2612717,12876409954.12,4884.4,22-Aug-2025,,5038.0,1700.1,7.6,4899.8,4911.5,5038.0,4850.0,2026-06-17 16:00:26,value
RPTECH,RPTECHEQN,702.0,5.95,17812129,17812129,12465640359.36,662.6,11-Aug-2025,,734.85,275.6,39.4,663.0,685.8,734.85,650.05,2026-06-17 16:00:26,value
HINDALCO,HINDALCOEQN,1008.9,2.7,10853418,10853418,10791336449.04,982.4,08-Aug-2025,,1176.0,635.05,26.5,985.0,1007.9,1011.6,971.2,2026-06-17 16:00:26,value
ICICIBANK,ICICIBANKEQN,1336.5,0.16,8026424,8026424,10744492223.36,1334.3,12-Aug-2025,,1500.0,1187.6,2.2,1342.0,1336.8,1346.0,1333.4,2026-06-17 16:00:26,value
DATAPATTNS,DATAPATTNSEQN,4765.0,6.43,2233651,2233651,10399521671.84,4477.3,01-Aug-2025,,4794.7,2131.0,287.7,4493.0,4769.6,4794.7,4493.0,2026-06-17 16:00:26,value
