symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,fetch_by
HDFCBANK,HDFCBANKEQN,716.55,1.17,50387632,50387632,36418164904.32,708.25,19-Jun-2026,,1020.5,681.9,8.3,722.4,716.55,730.75,715.05,2026-09-15 16:00:27,value
SOLARINDS,SOLARINDSEQN,19250.0,-13.64,1304570,1304570,26306066993.5,22290.0,28-Jul-2026,,22700.0,11646.0,-3040.0,22320.0,19250.0,22700.0,19065.0,2026-09-15 16:00:27,value
RAYMOND,RAYMONDEQN,994.0,-0.88,22726056,22726056,24303926068.08,1002.8,14-May-2025,,1122.0,320.0,-8.8,1015.6,995.95,1122.0,971.3,2026-09-15 16:00:27,value
ZENSARTECH,ZENSARTECHEQN,443.0,4.17,42017111,42017111,19392997582.05,425.25,17-Jul-2026,,868.95,421.0,17.75,430.0,440.2,479.9,430.0,2026-09-15 16:00:27,value
TATAINVEST,TATAINVESTEQN,715.0,9.85,24516580,24516580,17734803640.4,650.9,10-Jun-2026,,1184.7,538.85,64.1,700.15,718.35,750.5,700.15,2026-09-15 16:00:27,value
RELIANCE,RELIANCEEQN,1235.3,-1.77,13754376,13754376,17182791761.76,1257.5,05-Jun-2026,,1611.8,1235.3,-22.2,1252.5,1235.3,1259.4,1235.3,2026-09-15 16:00:27,value
INFY,INFYEQN,1077.0,3.79,14816117,14816117,16054596220.03,1037.7,10-Jun-2026,,1728.0,982.4,39.3,1085.0,1077.0,1097.7,1071.7,2026-09-15 16:00:27,value
ICICIBANK,ICICIBANKEQN,1350.4,-2.1,10133488,10133488,13759655345.92,1379.3,03-Aug-2026,,1480.0,1187.6,-28.9,1379.3,1350.4,1390.0,1350.4,2026-09-15 16:00:27,value
BSE,BSEEQN,3310.0,-2.19,3901579,3901579,13135680114.04,3384.0,10-Jul-2026,,4446.8,2021.5,-74.0,3417.0,3310.0,3452.7,3295.0,2026-09-15 16:00:27,value
TCS,TCSEQN,2251.0,2.28,5406210,5406210,12411793166.4,2200.8,15-Jul-2026,,3350.0,1976.8,50.2,2275.5,2251.0,2323.0,2251.0,2026-09-15 16:00:27,value
PINELABS,PINELABSEQN,194.5,-3.79,62792856,62792856,12276631276.56,202.17,-,,284.0,134.73,-7.67,201.4,193.8,201.4,191.0,2026-09-15 16:00:27,value
ESDS,ESDSEQN,1827.4,5.0,6742443,6742443,11867576197.59,1740.4,-,,1827.4,756.0,87.0,1800.0,1824.7,1827.4,1681.0,2026-09-15 16:00:27,value
SBIN,SBINEQN,968.0,-2.78,10004115,10004115,9797530025.25,995.7,15-May-2026,,1234.7,819.0,-27.7,994.0,968.0,999.8,968.0,2026-09-15 16:00:27,value
FSL,FSLEQN,285.0,15.11,33931358,33931358,9589341084.38,247.6,20-Feb-2026,,379.7,202.0,37.4,250.15,283.35,292.0,250.15,2026-09-15 16:00:27,value
FIRSTCRY,FIRSTCRYEQN,168.4,-0.25,53340405,53340405,9524462716.8,168.83,-,,406.0,166.95,-0.43,170.0,171.53,189.75,167.01,2026-09-15 16:00:27,value
NETWEB,NETWEBEQN,4605.5,-8.38,1907037,1907037,9017748650.79,5027.0,07-Aug-2026,,5813.0,2822.3,-421.5,4962.0,4614.0,4977.5,4570.0,2026-09-15 16:00:27,value
COFORGE,COFORGEEQN,1775.5,-3.85,4583784,4583784,8301141148.32,1846.5,03-Aug-2026,,2021.2,1008.1,-71.0,1887.3,1775.5,1893.6,1765.6,2026-09-15 16:00:27,value
WELCORP,WELCORPEQN,2402.0,-10.26,3340619,3340619,8274145357.77,2676.6,30-Jun-2026,,2784.8,710.0,-274.6,2661.2,2413.3,2718.4,2363.6,2026-09-15 16:00:27,value
AFCONS,AFCONSEQN,262.9,3.59,26501568,26501568,7521940045.44,253.8,23-Jul-2026,,479.4,249.0,9.1,281.0,262.25,304.55,260.25,2026-09-15 16:00:27,value
BHARTIARTL,BHARTIARTLEQN,1830.4,-0.04,4066471,4066471,7444041147.89,1831.1,24-Jul-2026,,2174.5,1740.5,-0.7,1844.0,1830.4,1844.0,1819.6,2026-09-15 16:00:27,value
