symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,fetch_by
TEMPSENS,TEMPSENSEQN,590.6,-6.85,51084119,51084119,30362867810.03,300.0,,,634.85,551.15,-43.4,634.0,586.65,634.85,551.15,2026-08-28 16:00:29,value
TEJASNET,TEJASNETEQN,549.0,7.4,43164679,43164679,24187759524.44,511.15,19-Jun-2025,,644.75,294.0,37.85,538.0,550.15,576.85,538.0,2026-08-28 16:00:29,value
ATHERENERG,ATHERENERGEQN,1616.3,8.09,14538878,14538878,23141822890.16,1495.3,,,1630.0,421.6,121.0,1523.7,1616.3,1630.0,1523.7,2026-08-28 16:00:29,value
MVELECTRO,MVELECTROEQN,728.0,12.55,28262303,28262303,20372881117.55,646.8,,,768.0,516.55,81.2,649.9,719.55,768.0,638.5,2026-08-28 16:00:29,value
BSE,BSEEQN,3405.0,2.31,4774200,4774200,16139087616.0,3328.0,10-Jul-2026,,4446.8,2021.5,77.0,3313.0,3405.0,3410.0,3303.0,2026-08-28 16:00:29,value
COALINDIA,COALINDIAEQN,401.0,0.25,38504284,38504284,15368599915.76,400.0,04-Sep-2026,,491.25,368.65,1.0,401.0,401.0,406.35,397.5,2026-08-28 16:00:29,value
IFCI,IFCIEQN,90.2,7.04,139340453,139340453,12445889261.96,84.27,19-Sep-2024,,95.8,46.23,5.93,84.27,89.96,92.45,83.57,2026-08-28 16:00:29,value
ICICIBANK,ICICIBANKEQN,1422.8,-1.4,8625738,8625738,12314103568.8,1443.0,03-Aug-2026,,1480.0,1187.6,-20.2,1435.0,1422.8,1439.8,1418.9,2026-08-28 16:00:29,value
HDFCBANK,HDFCBANKEQN,720.3,1.31,16494301,16494301,11795899360.15,711.0,19-Jun-2026,,1020.5,707.0,9.3,710.85,720.3,720.3,707.0,2026-08-28 16:00:29,value
BHARTIARTL,BHARTIARTLEQN,1882.4,0.22,6106300,6106300,11480637819.0,1878.3,24-Jul-2026,,2174.5,1740.5,4.1,1875.7,1882.4,1894.3,1867.6,2026-08-28 16:00:29,value
TVSMOTOR,TVSMOTOREQN,4304.2,-2.39,2654527,2654527,11297587276.19,4409.8,30-Mar-2026,,4484.5,3228.0,-105.6,4409.8,4304.2,4425.0,4161.5,2026-08-28 16:00:29,value
INFY,INFYEQN,1144.0,2.99,9621969,9621969,10963079039.22,1110.8,10-Jun-2026,,1728.0,982.4,33.2,1123.6,1144.0,1145.0,1123.3,2026-08-28 16:00:29,value
COFORGE,COFORGEEQN,2014.6,5.93,5516587,5516587,10933985765.74,1901.8,03-Aug-2026,,2016.5,1008.1,112.8,1915.0,2014.6,2016.5,1911.0,2026-08-28 16:00:29,value
FMGOETZE,FMGOETZEEQN,609.0,11.63,18185623,18185623,10823355384.68,545.55,14-Aug-2024,,614.8,358.0,63.45,576.15,602.05,614.8,561.95,2026-08-28 16:00:29,value
NETWEB,NETWEBEQN,5327.0,1.04,1962173,1962173,10508594097.07,5272.2,07-Aug-2026,,5813.0,2190.7,54.8,5344.9,5322.9,5450.0,5290.0,2026-08-28 16:00:29,value
ETERNAL,ETERNALEQN,328.0,-0.15,31385139,31385139,10277063765.55,328.5,,,368.45,212.6,-0.5,329.1,328.0,330.0,324.3,2026-08-28 16:00:29,value
GROWW,GROWWEQN,191.58,-2.67,53275950,53275950,10230580678.5,196.84,,,227.2,112.0,-5.26,196.5,191.46,196.75,189.7,2026-08-28 16:00:29,value
MASTEK,MASTEKEQN,1933.9,20.0,5449060,5449060,10028722477.0,1611.6,31-Aug-2026,,2614.0,1334.2,322.3,1615.0,1901.4,1933.9,1615.0,2026-08-28 16:00:29,value
SAIL,SAILEQN,200.0,3.63,48585004,48585004,9637807243.48,193.0,08-Sep-2025,,209.7,118.1,7.0,193.05,200.0,200.96,192.55,2026-08-28 16:00:29,value
TCS,TCSEQN,2342.0,4.16,4054069,4054069,9437751009.93,2248.4,15-Jul-2026,,3350.0,1976.8,93.6,2272.0,2342.0,2348.5,2263.3,2026-08-28 16:00:29,value
