symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,fetch_by
GROWW,GROWWEQN,189.9,-3.89,147977809,147977809,28293357080.8,197.59,-,,227.2,112.0,-7.69,194.0,189.76,194.56,188.4,2026-09-16 16:00:27,value
PAYTM,PAYTMEQN,1790.0,3.47,15413025,15413025,27429481680.75,1730.0,-,,1855.5,930.6,60.0,1830.0,1790.0,1855.5,1731.1,2026-09-16 16:00:27,value
PINELABS,PINELABSEQN,185.78,-4.14,112454490,112454490,20723113417.2,193.8,-,,284.0,134.73,-8.02,198.0,185.71,198.0,175.3,2026-09-16 16:00:27,value
EMUDHRA,EMUDHRAEQN,626.2,5.63,30254888,30254888,19827238301.92,592.85,18-Jun-2026,,710.1,364.55,33.35,625.0,642.3,677.0,600.35,2026-09-16 16:00:27,value
HDFCBANK,HDFCBANKEQN,721.5,0.69,27476943,27476943,19743832162.08,716.55,19-Jun-2026,,1020.5,681.9,4.95,714.9,721.5,725.4,710.85,2026-09-16 16:00:27,value
TATACHEM,TATACHEMEQN,729.5,-0.73,25483055,25483055,18962196056.05,734.9,10-Jun-2026,,1026.65,580.3,-5.4,715.0,731.8,788.0,691.9,2026-09-16 16:00:27,value
KANOHAR,KANOHAREQN,754.0,9.99,21611638,21611638,15916755270.62,632.0,-,,787.0,685.1,68.5,685.5,751.5,787.0,685.1,2026-09-16 16:00:27,value
ICICIBANK,ICICIBANKEQN,1358.8,0.62,9625762,9625762,13027795063.66,1350.4,03-Aug-2026,,1480.0,1187.6,8.4,1359.0,1358.8,1361.4,1348.0,2026-09-16 16:00:27,value
RELIANCE,RELIANCEEQN,1240.0,0.38,10023997,10023997,12526788570.96,1235.3,05-Jun-2026,,1611.8,1235.3,4.7,1243.0,1240.0,1255.0,1240.0,2026-09-16 16:00:27,value
RAYMOND,RAYMONDEQN,989.8,-0.62,12662239,12662239,12453691923.67,995.95,14-May-2025,,1122.0,320.0,-6.15,1000.0,993.9,1058.0,937.3,2026-09-16 16:00:27,value
GLASSWALL,GLASSWALLEQN,216.0,11.34,50839300,50839300,10535936532.0,182.0,-,,229.0,185.2,22.0,194.0,214.85,229.0,185.2,2026-09-16 16:00:27,value
MOLBIO,MOLBIOEQN,1320.9,-2.65,8096253,8096253,10439875355.91,1356.8,-,,1686.8,926.35,-35.9,1385.0,1307.0,1437.6,1196.2,2026-09-16 16:00:27,value
PATANJALI,PATANJALIEQN,365.0,7.81,28837966,28837966,10255645848.58,338.55,21-Aug-2026,,614.9,328.2,26.45,339.05,365.0,367.4,337.5,2026-09-16 16:00:27,value
SOLARINDS,SOLARINDSEQN,18900.0,-1.82,525092,525092,9886925762.48,19250.0,28-Jul-2026,,22700.0,11646.0,-350.0,19400.0,18900.0,19460.0,18480.0,2026-09-16 16:00:27,value
BSE,BSEEQN,3240.0,-2.11,2894042,2894042,9421177505.54,3310.0,10-Jul-2026,,4446.8,2021.5,-70.0,3310.0,3240.0,3317.0,3225.0,2026-09-16 16:00:27,value
DHOOTTRANS,DHOOTTRANSEQN,1570.9,0.96,6172314,6172314,9173725128.78,1555.9,-,,1735.3,1131.0,15.0,1525.0,1590.9,1614.4,1400.4,2026-09-16 16:00:27,value
IFCI,IFCIEQN,75.0,-2.53,114066406,114066406,8546995801.58,76.95,19-Sep-2024,,107.5,46.23,-1.95,77.2,75.06,77.39,73.01,2026-09-16 16:00:27,value
SBIN,SBINEQN,991.4,2.42,8609956,8609956,8479945664.4,968.0,15-May-2026,,1234.7,821.1,23.4,976.0,991.4,991.4,973.2,2026-09-16 16:00:27,value
NETWEB,NETWEBEQN,4550.0,-1.39,1768403,1768403,7975674370.3,4614.0,07-Aug-2026,,5813.0,2822.3,-64.0,4629.5,4562.0,4638.5,4388.0,2026-09-16 16:00:27,value
DIVISLAB,DIVISLABEQN,9158.0,-0.43,878300,878300,7974805906.0,9198.0,24-Jul-2026,,9615.0,5636.5,-40.0,9168.0,9158.0,9180.0,8923.0,2026-09-16 16:00:27,value
