symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime,fetch_by
LUMINO,LUMINOEQN,111.2,1.09,178315729,178315729,20192473151.96,82.0,-,,118.99,106.54,1.2,110.0,110.32,118.99,106.54,2026-09-03 16:00:00,value
BSE,BSEEQN,3306.1,4.36,6036100,6036100,19720481949.0,3168.0,10-Jul-2026,,4446.8,2021.5,138.1,3199.9,3306.1,3316.5,3198.9,2026-09-03 16:00:00,value
HDFCBANK,HDFCBANKEQN,706.65,0.83,27770641,27770641,19670500433.12,700.8,19-Jun-2026,,1020.5,698.5,5.85,705.0,706.65,712.6,705.0,2026-09-03 16:00:00,value
ANTELOPUS,ANTELOPUSEQN,990.6,4.15,19196421,19196421,19564608354.78,951.15,22-Sep-2023,,1075.1,357.0,39.45,985.0,1013.3,1075.1,965.4,2026-09-03 16:00:00,value
IFCI,IFCIEQN,95.7,-2.66,166355112,166355112,16367679469.68,98.32,19-Sep-2024,,101.66,46.23,-2.62,98.21,95.91,101.66,94.5,2026-09-03 16:00:00,value
SWIGGY,SWIGGYEQN,269.3,0.6,56303392,56303392,15156873126.4,267.7,-,,474.0,235.75,1.6,265.35,269.3,275.25,261.35,2026-09-03 16:00:00,value
ICICIBANK,ICICIBANKEQN,1430.0,0.25,10503351,10503351,15126295909.14,1426.5,03-Aug-2026,,1480.0,1187.6,3.5,1438.3,1430.0,1452.0,1430.0,2026-09-03 16:00:00,value
ANANTRAJ,ANANTRAJEQN,627.0,6.48,22186819,22186819,13970152451.54,588.85,31-Jul-2026,,743.65,403.0,38.15,598.0,628.3,640.25,598.0,2026-09-03 16:00:00,value
RELIANCE,RELIANCEEQN,1302.5,-0.81,9721454,9721454,12722369635.26,1313.1,05-Jun-2026,,1611.8,1249.8,-10.6,1313.1,1302.5,1316.8,1302.5,2026-09-03 16:00:00,value
NETWEB,NETWEBEQN,5279.0,3.31,2365927,2365927,12484097726.74,5110.0,07-Aug-2026,,5813.0,2243.9,169.0,5165.0,5270.0,5375.0,5114.0,2026-09-03 16:00:00,value
RAYMOND,RAYMONDEQN,753.8,12.97,16593917,16593917,12440459574.9,667.25,14-May-2025,,765.0,320.0,86.55,672.2,757.9,765.0,672.2,2026-09-03 16:00:00,value
MILKYMIST,MILKYMISTEQN,252.55,0.2,44203953,44203953,11367930593.01,252.04,-,,268.69,165.0,0.51,250.62,252.89,268.69,246.35,2026-09-03 16:00:00,value
WELCORP,WELCORPEQN,2631.1,4.26,4190711,4190711,11039212823.31,2523.5,30-Jun-2026,,2676.0,710.0,107.6,2554.7,2641.6,2676.0,2553.6,2026-09-03 16:00:00,value
SOLARINDS,SOLARINDSEQN,21500.0,4.37,481869,481869,10322111030.31,20600.0,28-Jul-2026,,21645.0,11646.0,900.0,20635.0,21500.0,21645.0,20630.0,2026-09-03 16:00:00,value
RBLBANK,RBLBANKEQN,408.1,4.8,19862463,19862463,8055420494.28,389.4,14-Aug-2026,,410.7,261.6,18.7,397.05,408.1,410.7,395.65,2026-09-03 16:00:00,value
MCX,MCXEQN,3170.2,-3.52,2412959,2412959,7742413284.12,3286.0,28-Aug-2026,,3480.0,1496.0,-115.8,3317.0,3170.2,3333.0,3170.2,2026-09-03 16:00:00,value
GRASIM,GRASIMEQN,3310.0,0.46,2310916,2310916,7633741259.44,3294.9,07-Aug-2026,,3411.1,2502.5,15.1,3275.1,3310.0,3325.2,3275.1,2026-09-03 16:00:00,value
SBIN,SBINEQN,1023.4,0.24,7371804,7371804,7583522210.88,1020.9,15-May-2026,,1234.7,802.65,2.5,1028.9,1023.4,1036.0,1021.1,2026-09-03 16:00:00,value
KRT,KRTRRN,112.8,2.52,63078724,63078724,7142403918.52,110.03,-,,129.07,107.01,2.77,110.3,113.51,115.0,109.74,2026-09-03 16:00:00,value
BAJFINANCE,BAJFINANCEEQN,1049.0,-0.65,6626755,6626755,6959550636.1,1055.9,30-Jun-2026,,1176.4,787.9,-6.9,1057.1,1049.0,1059.7,1043.2,2026-09-03 16:00:00,value
