key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,previousDay,oneWeekAgoVal,oneMonthAgoVal,oneYearAgoVal
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,24231.85,153.55,0.64,24225.45,24265.15,24184.55,24078.3,26373.2,22182.55,20.48,2.94,1.17,10,39,1,-3.27,-0.03,20-Aug-2026,24395.85,24238.5,24980.65
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,74194.15,293.5,0.4,74229.35,74359.3,74055.25,73900.65,74878.45,59896.1,19.61,3.33,1.11,18,31,1,8.85,2.39,20-Aug-2026,74726.65,72460.05,67907.45
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57495.9,256.15,0.45,57507.65,57702.95,57431.8,57239.75,61764.85,49954.85,13.6,1.72,0.71,5,8,1,3.23,-0.78,20-Aug-2026,57635.25,57945.0,55865.15
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26203.9,190.9,0.73,26173.4,26279.3,26159.9,26013.0,28562.5,23373.95,16.07,2.43,0.94,4,16,0,-1.07,-1.4,20-Aug-2026,26327.95,26574.65,26592.3
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14877.15,9.25,0.06,14941.15,14966.7,14863.8,14867.9,15078.15,12046.2,34.86,4.48,0.5,13,11,1,14.44,0.66,20-Aug-2026,15078.15,14779.7,12908.3
INDICES ELIGIBLE IN DERIVATIVES,NIFTY INDIA FPI 150,NIFTY FPI 150,1575.3,8.25,0.53,1576.25,1578.5,1573.1,1567.05,1641.4,1346.5,22.55,3.37,1.07,51,96,3,0.0,0.62,20-Aug-2026,1586.8,1565.65,0.0
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25391.85,149.6,0.59,25388.65,25430.3,25347.15,25242.25,26975.15,22720.45,20.32,3.01,1.16,28,70,2,-1.16,0.42,20-Aug-2026,25565.65,25286.45,25613.3
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14098.35,78.05,0.56,14101.4,14127.2,14079.7,14020.3,14700.95,12396.1,21.81,3.22,1.03,69,127,4,0.88,0.61,20-Aug-2026,14195.45,14012.65,13930.0
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23512.95,126.75,0.54,23519.8,23565.9,23491.6,23386.2,24144.2,20385.65,22.84,3.29,0.98,192,303,5,1.6,0.75,20-Aug-2026,23658.1,23338.05,23066.6
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18300.65,79.95,0.44,18319.45,18385.85,18283.7,18220.7,18403.5,14804.55,35.99,4.44,0.52,18,31,1,11.64,1.44,20-Aug-2026,18396.35,18040.15,16299.35
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,63671.55,262.8,0.41,63771.95,63938.85,63631.7,63408.75,64139.05,52032.85,30.69,4.44,0.55,41,57,2,9.91,1.38,20-Aug-2026,64121.55,62801.75,57664.65
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,19841.45,134.3,0.68,19814.35,19919.4,19810.75,19707.15,19936.55,14986.0,31.45,3.58,0.58,32,67,1,10.42,2.66,20-Aug-2026,19875.1,19326.45,17914.3
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,10.58,-0.74,-6.57,11.32,11.32,9.33,11.32,28.91,8.72,0,0,0,,,,-10.26,-18.49,20-Aug-2026,11.42,12.98,11.79
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,23388.8,83.2,0.36,23435.9,23489.45,23379.15,23305.6,23545.0,19218.0,29.8,4.45,0.59,64,84,2,8.45,1.31,20-Aug-2026,23539.35,23086.0,21466.85
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,9901.85,56.25,0.57,9903.4,9964.5,9899.1,9845.6,9983.75,7338.35,31.73,3.47,0.6,15,34,1,13.97,3.03,20-Aug-2026,9943.2,9611.0,8675.9
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,18338.6,106.6,0.58,18330.95,18402.65,18321.6,18232.0,18427.85,14143.45,33.84,3.6,0.58,100,149,1,7.47,1.75,20-Aug-2026,18365.9,18023.9,17006.45
BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,21554.6,93.35,0.43,21580.05,21637.45,21549.7,21461.25,21673.65,17390.85,31.07,4.12,0.59,164,233,3,8.04,1.46,20-Aug-2026,21656.75,21244.3,19867.75
BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,16688.7,88.2,0.53,16694.35,16731.55,16677.3,16600.5,16847.15,14102.2,24.79,3.43,0.87,192,303,5,3.48,0.98,20-Aug-2026,16778.65,16527.55,16071.05
BROAD MARKET INDICES,NIFTY LARGEMIDCAP 250,NIFTY LARGEMID250,16856.5,79.5,0.47,16872.55,16905.4,16844.95,16777.0,17077.75,14445.65,24.19,3.59,0.87,92,154,4,3.6,0.87,20-Aug-2026,16968.4,16711.8,16208.75
BROAD MARKET INDICES,NIFTY TOTAL MARKET,NIFTY TOTAL MKT,13283.25,71.5,0.54,13286.7,13313.1,13271.4,13211.75,13548.0,11436.55,23.04,3.3,0.95,303,442,7,1.99,0.9,20-Aug-2026,13358.5,13164.75,12983.45
BROAD MARKET INDICES,NIFTY MICROCAP 250,NIFTY MICROCAP250,26268.65,136.8,0.52,26257.85,26352.8,26232.4,26131.85,26352.8,18858.5,28.21,3.58,0.51,111,139,2,10.82,4.21,20-Aug-2026,26135.15,25207.4,23723.8
BROAD MARKET INDICES,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,NIFTY500 LMS EQL,18683.45,95.05,0.51,18692.6,18737.9,18674.45,18588.4,18831.8,15495.1,26.74,3.59,0.77,192,303,5,5.01,1.16,20-Aug-2026,18775.2,18469.15,17726.45
BROAD MARKET INDICES,NIFTY SMALLCAP 500,NIFTY SMALLCAP 500,20930.95,117.4,0.56,20922.65,20996.8,20908.95,20813.55,20996.8,15960.2,31.79,3.6,0.56,212,287,3,0.0,2.47,20-Aug-2026,20923.2,20426.4,0.0
BROAD MARKET INDICES,NIFTY MIDSMALLCAP400 50:50,NIFTY MIDSMALL 50 50,21014.0,98.45,0.47,21030.75,21090.4,21010.95,20915.55,21121.0,16874.3,31.69,3.98,0.58,164,233,3,0.0,1.53,20-Aug-2026,21097.3,20697.45,0.0
SECTORAL INDICES,NIFTY AUTO,NIFTY AUTO,29301.75,116.35,0.4,29316.25,29381.85,29165.2,29185.4,29865.5,23560.1,34.04,4.47,1.06,6,9,0,15.05,8.41,20-Aug-2026,29392.15,27028.35,25456.7
SECTORAL INDICES,NIFTY FINANCIAL SERVICES 25/50,NIFTY FINSRV25 50,28494.1,173.6,0.61,28488.95,28584.2,28440.75,28320.5,0.0,0.0,15.75,2.5,1.02,4,16,0,-0.14,-1.78,20-Aug-2026,28699.7,29010.8,28659.0
