key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,previousDay,oneWeekAgoVal,oneMonthAgoVal,oneYearAgoVal
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,24583.8,13.15,0.05,24581.25,24620.95,24511.1,24570.65,26373.2,22182.55,20.88,3.01,1.26,23,25,2,0.91,1.56,10-Aug-2026,24774.3,24206.9,24363.3
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,74766.85,69.3,0.09,74777.15,74837.75,74532.05,74697.55,74860.1,59896.1,19.85,3.49,1.1,21,27,2,14.12,3.28,10-Aug-2026,74608.7,72391.8,65514.7
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57686.95,-59.5,-0.1,57812.3,58015.85,57527.75,57746.45,61764.85,49954.85,13.71,1.75,0.79,5,8,1,4.88,-0.62,10-Aug-2026,58247.95,58045.9,55004.9
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26545.3,79.3,0.3,26489.15,26555.4,26349.6,26466.0,28562.5,23373.95,16.37,2.48,1.06,7,11,2,1.44,-1.06,10-Aug-2026,26984.45,26831.05,26167.35
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14960.6,85.6,0.58,14911.25,15022.3,14865.3,14875.0,15022.3,12046.2,34.92,4.58,0.57,13,12,0,19.62,0.94,10-Aug-2026,14898.15,14820.9,12506.3
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25728.3,15.6,0.06,25726.8,25761.0,25653.3,25712.7,26975.15,22720.45,20.68,3.09,1.23,44,52,4,3.19,1.87,10-Aug-2026,25880.45,25255.1,24934.05
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14255.6,24.5,0.17,14244.75,14272.35,14203.75,14231.1,14700.95,12396.1,22.18,3.3,1.1,91,105,4,5.17,1.76,10-Aug-2026,14315.0,14009.25,13555.15
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23743.2,31.1,0.13,23732.75,23777.4,23667.4,23712.1,24144.2,20385.65,23.22,3.37,1.03,255,238,7,5.79,1.69,10-Aug-2026,23802.85,23348.4,22443.15
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18298.9,126.3,0.7,18208.95,18336.75,18155.75,18172.6,18336.75,14804.55,36.3,4.56,0.57,20,30,0,15.92,1.33,10-Aug-2026,18301.85,18059.5,15785.6
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,63855.7,392.15,0.62,63628.5,63986.7,63397.05,63463.55,63986.7,52032.85,31.18,4.54,0.57,47,53,0,14.02,1.3,10-Aug-2026,63679.3,63036.8,56002.2
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,19813.95,-53.85,-0.27,19840.7,19931.1,19793.25,19867.8,19936.55,14986.0,32.02,3.59,0.57,56,43,1,13.69,2.05,10-Aug-2026,19589.35,19416.5,17428.2
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,12.33,0.17,1.41,12.16,12.92,10.82,12.16,28.91,8.72,0,0,0,,,,2.49,0.65,10-Aug-2026,11.93,12.25,12.03
